Benjamin killed someone last night.	ARG0
Charlie killed someone last night.	ARG0
Howard killed someone last night.	ARG0
Kevin killed someone last night.	ARG0
Harold killed someone last night.	ARG0
Steven killed someone last night.	ARG0
Patrick killed someone last night.	ARG0
Colin killed someone last night.	ARG0
Alfred killed someone last night.	ARG0
Keith killed someone last night.	ARG0
Jay killed someone last night.	ARG0
Walter killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
Joe killed someone last night.	ARG0
David killed someone last night.	ARG0
Jimmy killed someone last night.	ARG0
Frank killed someone last night.	ARG0
Walter killed someone last night.	ARG0
Ben killed someone last night.	ARG0
Eric killed someone last night.	ARG0
Brian killed someone last night.	ARG0
Gary killed someone last night.	ARG0
Martin killed someone last night.	ARG0
Christopher killed someone last night.	ARG0
Paul killed someone last night.	ARG0
Alan killed someone last night.	ARG0
Jason killed someone last night.	ARG0
Richard killed someone last night.	ARG0
Nick killed someone last night.	ARG0
Eric killed someone last night.	ARG0
Keith killed someone last night.	ARG0
Robert killed someone last night.	ARG0
Andrew killed someone last night.	ARG0
Chris killed someone last night.	ARG0
Stephen killed someone last night.	ARG0
Gary killed someone last night.	ARG0
Charlie killed someone last night.	ARG0
Louis killed someone last night.	ARG0
Al killed someone last night.	ARG0
Joseph killed someone last night.	ARG0
George killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Patrick killed someone last night.	ARG0
John killed someone last night.	ARG0
Matt killed someone last night.	ARG0
Matthew killed someone last night.	ARG0
Matthew killed someone last night.	ARG0
Paul killed someone last night.	ARG0
Louis killed someone last night.	ARG0
Alex killed someone last night.	ARG0
Stephen killed someone last night.	ARG0
Frederick killed someone last night.	ARG0
Keith killed someone last night.	ARG0
Tom killed someone last night.	ARG0
Jim killed someone last night.	ARG0
Ray killed someone last night.	ARG0
Larry killed someone last night.	ARG0
Gary killed someone last night.	ARG0
Scott killed someone last night.	ARG0
Donald killed someone last night.	ARG0
Charles killed someone last night.	ARG0
Daniel killed someone last night.	ARG0
Jeff killed someone last night.	ARG0
Keith killed someone last night.	ARG0
Adam killed someone last night.	ARG0
Dan killed someone last night.	ARG0
Bruce killed someone last night.	ARG0
William killed someone last night.	ARG0
Mike killed someone last night.	ARG0
Eric killed someone last night.	ARG0
Daniel killed someone last night.	ARG0
Alexander killed someone last night.	ARG0
Johnny killed someone last night.	ARG0
Peter killed someone last night.	ARG0
Ken killed someone last night.	ARG0
Matt killed someone last night.	ARG0
